ID,Last Contact,City State,Location,Sex,Missing Age From,Missing Age To,Current Age From,Current Age To,Ethnicity,Height,Weight,Hair Color,Left Eye Color,Right Eye Color,Clothing,Physical Features
MP4435,2009-08-09,"Phoenix, Arizona","(33.4483771, -112.0740373)",Male,40,40,56,56,Hispanic / Latino,71.0,205.0,Brown,Brown,Brown,"was carrying a black pool cue case
White t-shirt with the ""Famous F"" logo in red, blue jeans, red ball cap
glasses, brown plastic frame
White K-swiss tennis shoes, size 9
wedding ring","Tattoo: Several tattoos on body. Most notable is the name ""Tamara"" on the right side of his neck.
Wizard face on left shoulder
Various faces on chest
Praying hands on upper right arm"
MP3875,1986-07-13,"Phoenix, Arizona","(33.4483771, -112.0740373)",Female,20,20,58,58,White / Caucasian,63.0,98.0,Blond/Strawberry,Blue,Blue,"Pink bikini under white shirt
Oval shaped sapphire ring with eight small diamonds surrounding the sapphire","Piercing: Pierced ears.
Scar/mark: Round brown birthmark on her left leg"
MP3929,2006-07-03,"Phoenix, Arizona","(33.4483771, -112.0740373)",Male,28,28,47,47,Hispanic / Latino,67.0,170.0,Brown,Brown,Brown,,Scar/mark: Scar on right wrist and surgical scars on right knee.
MP3916,2007-07-09,"Phoenix, Arizona","(33.4483771, -112.0740373)",Male,37,37,54,54,White / Caucasian,73.0,200.0,Brown,Hazel,Hazel,,"Tattoo: Tattoo of the name shelly inside a heart shaped on back, tattoo of a Wizard on back, tattoo of skull on chest, tattoo of hooded Reapers and a woman's face on upper left arm, tattoo of a dragon on right calf"
MP12249,2001-08-12,"Mesa, Arizona","(33.4151843, -111.8314724)",Male,17,17,40,40,,68.0,150.0,Brown,Brown,Brown,"Medium blue t-shirt with ""Billabong"" on the shirt. Dark jean shorts.
White K-Swiss shoes.","Tattoo: Tattoo on center of back of ""Hernandez""."
MP9873,2011-03-09,"Cochise County, Arizona","(31.82845799999999, -109.949686)",Male,32,32,46,46,White / Caucasian,69.0,185.0,Brown,Brown,Brown,"- black sweat pants and sweat shirt 
- white t-shirt.
grey Converse sneakers",Scar/mark: - 1-inch scar above his right eye.
MP9439,1998-07-21,"Gilbert, Arizona","(33.3528264, -111.789027)",Male,22,22,49,49,White / Caucasian,68.0,190.0,Blond/Strawberry,Blue,Blue,,"Piercing: Ears are pierced.
Tattoo: Unknown tattoo on right ankle"
MP6169,2007-06-03,"Sells, Arizona","(31.9120215, -111.881234)",Male,13,13,31,31,Hispanic / Latino,63.0,130.0,Black,Brown,Brown,"Blue jeans, blue shirt, black shoes, blue baseball cap",Scar/mark: Scar on right side of forehead: chickenpox scar
MP5845,1995-03-13,"Bullhead City, Arizona","(35.0771847, -114.5599015)",Female,17,17,47,47,White / Caucasian,65.0,125.0,Blond/Strawberry,Hazel,Hazel,,"Piercing: Pierced ears
Scar/mark: Discoloration on right leg (not specified where), scar of ankle and scar on knee (not sure which sides).
Tattoo: On buttocks"
MP5861,1981-02-28,"Phoenix, Arizona","(33.563442, -112.0893682)",Male,12,12,55,55,White / Caucasian,59.0,100.0,Brown,Brown,Brown,blue gym shorts and matching pants,Scar/mark: Quarter sized red birthmark on forearm (unknown which arm)
MP13630,1975-02-16,"Phoenix, Arizona","(33.4483771, -112.0740373)",Male,63,63,113,113,White / Caucasian,69.0,215.0,Brown,Blue,Blue,Light red t-shirt,Scar/mark: Scar on left side of face
MP13059,2000-02-01,"Tucson, Arizona","(32.1057222, -111.022196)",Male,63,63,87,87,,68.0,200.0,Gray or Partially Gray,Brown,Brown,,Scar/mark: Scar Right Arm
MP13949,1995-04-22,"Douglas, Arizona","(31.3445471, -109.5453447)",Male,3,3,33,33,Hispanic / Latino,42.0,35.0,Black,Brown,Brown,"Dark blue western shirt, jeans
black western boots","Scar/mark: Brown oblong birth mark above navel
Other distinctive physical characteristic: Sucks the 2 middle fingers of his right hand."
MP511,1994-10-05,"Phoenix, Arizona","(33.4483771, -112.0740373)",Male,38,38,68,68,White / Caucasian,72.0,180.0,Blond/Strawberry,Blue,Blue,Wears one contact lens (unknown which eye).,"Tattoo: Tattoo of a large black and white ""Wizard"" with blue eyes on right upper arm."
MP1105,1993-07-13,"Phoenix, Arizona","(33.4483771, -112.0740373)",Male,25,25,57,57,Hispanic / Latino,69.0,180.0,Black,Brown,Brown,"Oxford style shirt (possibly blue in color) with vertical lines on it, unknown colored shorts, flip-flops.
Flip flops","Scar/mark: Small scar on right cheek, mole above ear."
MP740,2003-09-12,"Bullhead City, Arizona","(35.1359386, -114.5285981)",Male,30,30,51,51,White / Caucasian,69.0,230.0,Red/Auburn,Hazel,Hazel,"Timex Indiglo watch, possibly wearing a gold wedding band","Scar/mark: Scar above right eyebrow
Tattoo: tattoo of the cartoon character ""Speedy Gonzalez"" on left shoulder, tattoo of a happy and sad face on upper right arm, tattoo of the name Haynie on inner left bicep"
MP5851,1999-01-02,"Mesa, Arizona","(33.4151843, -111.8314724)",Female,11,11,37,37,White / Caucasian,56.0,65.0,Sandy,Hazel,Hazel,"red shirt with a white stripe across the chest and blue jeans with designs on the sides
purple barbie watch",
MP7674,2003-08-04,"Yuma, Arizona","(32.6926512, -114.6276916)",Male,19,19,41,41,,65.0,130.0,Black,Brown,Brown,"Black t-shirt, dirty pair of Levi jeans","Tattoo: Last name ""Quintana"" tattooed on shoulder (unknown which shoulder)"
MP7187,2005-01-19,"Surprise, Arizona","(33.657298, -112.4649083)",Male,47,47,67,67,White / Caucasian,73.0,220.0,Blond/Strawberry,Blue,Blue,"Tan ""Cowboy style"" Hat
Blue denim Jeans, Blue Long-sleeved Shirt, White T-Shirt under outer shirt, Tan ""Cowboy style"" Hat
No
Unk.
Unk.",
MP6147,2004-11-24,"Yuma, Arizona","(32.7056541, -114.678669)",Female,2,2,22,22,Hispanic / Latino,24.0,30.0,Brown,Brown,Brown,,
MP6494,1979-04-07,"Oracle, Arizona","(32.6109054, -110.7709348)",Male,10,10,55,55,White / Caucasian,54.0,70.0,Brown,Blue,Blue,,
MP15677,2001-01-01,"Unknown, Arizona","(34.0489281, -111.0937311)",Male,31,31,55,55,Hispanic / Latino,48.0,100.0,,,,unknown,
MP16290,2009-07-19,"Sasabe, Arizona","(31.4887016, -111.5420505)",Male,28,28,43,43,Hispanic / Latino,67.0,140.0,,,,"Black leather belt, light blue cap.
Blue jeans, olive green short-sleeved shirt, brown sweatshirt, black leather belt
Brown tennis (possibly flexi Brand) with phone numbers inside shoes.",Scar/mark: Apolonio has a scar on his eyebrow.
MP16544,2010-06-22,"Three Points, Arizona","(32.076745, -111.3137147)",Male,27,27,41,42,Hispanic / Latino,63.0,130.0,Brown,Brown,Brown,unknown,
MP16365,2009-12-03,"Douglas, Arizona","(31.3445471, -109.5453447)",Male,33,33,48,48,Hispanic / Latino,63.0,135.0,Brown,Brown,Brown,"grey backpack, image of Virgen de Guadalupe, and Christ Resurrected, hat
black shirt, blue jeans, blue jean jacket with yellow letters on the back ""Hard Rock Cafe,"" black belt
Grey Nike tennis shoes","Tattoo: tattoo on left pectoral of the face of Jesus, on right shoulder blade the image of Santa Muerte"
MP16869,2011-11-26,"Sasabe, Arizona","(31.4887016, -111.5420505)",Male,22,22,35,35,Hispanic / Latino,67.0,165.0,Black,Brown,Brown,"Brown belt size 32 with a lion on the buckle; Green camouflage backpack; Black baseball hat with image of Virgen de Guadalupe made out of rhinestones
Black denim jeans, size 32, brand Levis; 
Light gray hoodie sweatshirt with a Los Angeles logo; 
white socks
White tennis shoes, brand Nike, size 9",
MP17238,2011-07-27,"Nogales, Arizona","(32.075435, -110.7685558)",Male,30,30,43,43,Hispanic / Latino,62.0,130.0,Black,Brown,Brown,"small black wallet; carried voter ID card
gray shirt; black pants (size 30)
shoe size is 8","Tattoo: tattoo on one arm of two faces, one smiling and one sad (likely the Greek drama/tragedy symbol)"
MP16841,2011-08-25,"Nogales, Arizona","(31.3403775, -110.9342532)",Male,23,23,37,37,Hispanic / Latino,67.0,165.0,Brown,Brown,Brown,"Light brown fake leather wallet; prayer cards of the Virgin of Guadalupe, the Virgin of Carmen and Saint Jude
Red shirt with thin stripes; Sleeveless white T-shirt; black jeans, size 34; Blue checkered cotton boxers; White socks; Fake leather black belt  with a silver buckle;
White tennis shoes, size 8, brand Guess","Scar/mark: scar on forehead; 
scar on the lower back (coccyx) due to a burn
mole or beauty spot on the right cheek, near the nose"
MP19819,1981-04-12,"Lake Pleasant, Arizona","(33.8886967, -112.280129)",Male,20,20,64,64,White / Caucasian,78.0,190.0,Blond/Strawberry,Hazel,Hazel,T-shirt and Blue Jeans,
MP22248,2013-04-23,"Tucson, Arizona","(32.1922127, -110.9923904)",Male,25,25,36,36,White / Caucasian,72.0,180.0,Brown,Brown,Brown,,
MP20485,2006-01-03,"Cottonwood, Arizona","(34.7391876, -112.0098791)",Female,6,6,25,25,Hispanic / Latino,48.0,55.0,Brown,Brown,Brown,"Red sweater, blue jeans",
MP21657,2008-06-28,"Lukeville/Sonoyta, Arizona","(34.0489281, -111.0937311)",Male,56,56,73,73,Hispanic / Latino,59.0,130.0,Black,Brown,Brown,"blue jeans; white t-shirt, jean jacket with metal buttons
bifocal glasses
white Converse tennis shoes (size 3 Mexican)","Scar/mark: possible mole on forehead (see photos)
Other distinctive physical characteristic: one eye very red"
MP21250,2000-05-24,"Tonto National Forest, Arizona","(33.8333763, -111.4173557)",Male,46,46,70,70,White / Caucasian,72.0,160.0,Black,Blue,Blue,"grey backpack
off white color T-shirt
tan slacks
prescription glasses.  black or tortoise shell colored plastic frames.
brown hiking boots",Scar/mark: knife scar on right chest
MP1143,1986-03-04,"Little Rock, Arkansas","(34.7444618, -92.2880157)",Female,25,25,64,64,White / Caucasian,63.0,115.0,Brown,Brown,Brown,"Pull-over shirt, jeans
Diamond ""horseshoe"" shaped ring, diamond cluster ring, Necklace with a ""teardrop"" shaped diamond pendant.","Scar/mark: Scar on left elbow from a burn, small scar on right cheek"
MP8416,2009-07-07,"Springdale, Arkansas","(36.1745404, -94.13898309999999)",Male,47,47,62,62,Hispanic / Latino,65.0,150.0,Black,Brown,Brown,"blue button up shirt, blue jeans
black shoes",
MP10218,2011-02-19,"Havana, Arkansas","(35.1100953, -93.53021009999999)",Male,57,57,71,71,White / Caucasian,70.0,155.0,Brown,Brown,Brown,"Navy blue hoodie and gray sweatpants
Gray tennis shoes","Deformity: Cysts on right pinkie finger, right side of waist, and bottom of neck
Scar/mark: Birth mark on back of neck"
MP12051,1981-04-04,"Hot Springs, Arkansas","(34.5077615, -93.05460029999999)",Female,45,45,89,89,White / Caucasian,68.0,135.0,Brown,Brown,Brown,,
MP10578,2006-02-28,"Fayetteville, Arkansas","(36.0626579, -94.16058389999999)",Male,23,23,42,42,White / Caucasian,67.0,144.0,Brown,Hazel,Hazel,"Green ""Corona"" baseball cap
Blue checkered plaid button up shirt and bluejeans.
Pair of tan ""New Balance"" shoes.  Size 10 1/2 .","Tattoo: Tattoo of snake on right arm and tattoo of a face with tongue out on right arm.
Unknown descriptive tattoos on left elbow, left forearm, neck, right shoulder, right forearm, and upper right arm."
MP11480,1997-12-06,"Marmaduke, Arkansas","(36.1869666, -90.3848715)",Female,34,34,61,61,White / Caucasian,64.0,130.0,Brown,Brown,Brown,"White T-shirt and blue jeans
Wedding ring shaped like a flower with small diamond",
MP9736,2005-06-24,"Fort Smith, Arkansas","(35.3704608, -94.4130648)",Female,25,25,44,44,,65.0,140.0,Black,Brown,Brown,,
MP10702,2008-12-28,"Rosston, Arkansas","(33.5924349, -93.2765395)",Male,69,69,84,84,Black / African American,68.0,160.0,Black,Brown,Brown,"Blue ball cap
Blue jeans and brown coat
Brown high-top boots","Amputation: Mr. Scarber's has a prosthetic left eye and part of his right index finger is missing.
Other distinctive physical characteristic: Walks with a limp"
MP11089,2001-08-01,"Evening Shade, Arkansas","(36.0722816, -91.6146744)",Female,44,44,67,67,White / Caucasian,66.0,225.0,Gray or Partially Gray,Brown,Brown,,
MP12156,1978-11-01,"Malvern, Arkansas","(34.3624245, -92.8123856)",Female,38,38,84,84,White / Caucasian,66.0,140.0,Brown,,,,Other distinctive physical characteristic: Walks with a limp.
MP12809,2003-03-06,"Little Rock, Arkansas","(34.6429822, -92.2433487)",Male,75,75,97,97,Black / African American,69.0,155.0,Sandy,Brown,Brown,"Gray hat
Dark colored shirt, pants, and burgundy coat.",
MP12815,1998-01-23,"Pine Bluff, Arkansas","(34.2284312, -92.00319549999999)",Male,72,72,99,99,Black / African American,71.0,185.0,Black,Brown,Brown,"Brown derby hat
Green coat",
MP17493,2012-07-20,"Shirley, Arkansas","(35.6561652, -92.319229)",Male,34,34,47,47,White / Caucasian,69.0,160.0,Blond/Strawberry,Blue,Blue,"Jeans and gray t-shirt
White tennis shoes","Scar/mark: Burn scar on unspecified leg
Tattoo: Cross tattoo on back"
MP12819,1993-04-08,"Gurdon, Arkansas","(33.9198846, -93.1527406)",Female,26,26,57,57,Black / African American,66.0,125.0,Black,Brown,Brown,"Black cap with ""Silver Dollar Club"" written across the front.
Large, black pullover shirt and brown colored stretch pants.",
MP23006,2013-11-29,"Wynne, Arkansas","(35.2236114, -90.7871653)",Male,20,20,31,31,White / Caucasian,69.0,175.0,Black,Brown,Brown,,Other distinctive physical characteristic: Large birth mark on leg. Some acne.
MP31565,2014-03-28,"Hot Springs, Arkansas","(34.5077615, -93.05460029999999)",Male,21,21,31,31,Black / African American,65.0,120.0,Black,Brown,Brown,"Tyriq was last seen wearing: heavy green coat, light colored jeans, buttoned down shirt, and red and black tennis shoes.
red and black tennis shoes.",
MP33602,2016-02-17,"Siloam Springs, Arkansas","(36.1859196, -94.54156429999999)",Female,48,48,57,57,White / Caucasian,62.0,126.0,Brown,Brown,Brown,"Pink Shirt and pink pants
White Shoes",
MP37729,2016-12-16,"Prescott, Arkansas","(33.8024897, -93.3809833)",Female,18,18,26,26,Black / African American,63.0,115.0,Black,Brown,Brown,"Red Hoodie, Yellow Shirt, and Grey Sweatpants",
MP51368,2017-07-26,"Lepanto, Arkansas","(35.6134185, -90.33105169999999)",Male,39,39,46,46,White / Caucasian,70.0,175.0,Brown,Green,Green,,"Tattoo: Browning tattoo left fore arm
Tattoo: Right profile of a Native American Indian head dress and skull design.  Skull is facing anterior portion of subjects body. Upper right arm.   Tattoo is partially viewable in profile pictures."
MP51544,2015-04-06,"Osceola, Arkansas","(35.7028603, -89.9700561)",Male,36,36,45,45,Black / African American,70.0,150.0,Black,Brown,Brown,"SUBJECT LAST SEEN  WEARING BLUE SHIRT WITH YELL0W
REFLECTIVE VEST AND BLUE JEANS","Tattoo: Tattoos: Aggravated Mentality, across back 
Tattoos: Ayden&Jayden, left or right forearm
Tattoo: Right Arm"
MP54456,2018-04-22,"Hot Springs, Arkansas","(34.5037004, -93.0551795)",Male,42,42,49,49,White / Caucasian,71.0,180.0,Brown,Brown,Brown,,
MP59792,2019-05-21,"Benton, Arkansas","(34.5645371, -92.586828)",Male,44,44,50,50,White / Caucasian,79.0,235.0,Brown,Hazel,Hazel,"He was last seen carrying a black and red backpack.
He was last seen wearing a grey hooded sweatshirt, carrying a black and red backpack.","Scar/mark: Has scars on both arms - left arm mostly.
Has scars in both wrists.
Scar knee.
Tattoo: 8 ball on right upper arm
Infinity symbol with the name ""Aiden & Holly"" on left upper arm
Skeleton hourglass on stomach area
Letters “DMH” across chest
Jesus loves me across the back"
MP65503,2019-08-10,"West Memphis, Arkansas","(35.1377209, -90.19633639999999)",Female,16,18,21,24,Black / African American,65.0,150.0,Brown,Brown,Brown,,
MP62612,2018-03-23,"Tollette, Arkansas","(33.8198393, -93.894353)",Male,53,53,60,60,Black / African American,71.0,165.0,Black,Brown,Brown,,Other distinctive physical characteristic: Facial discoloration.
MP67183,2020-01-06,"Russellville, Arkansas","(35.2785177, -93.1428341)",Male,69,69,74,74,White / Caucasian,67.0,200.0,Brown,Brown,Brown,,
MP73810,1975-12-07,"Clarksville, Arkansas","(35.4714724, -93.46657309999999)",Female,18,18,67,67,White / Caucasian,64.0,120.0,Black,Brown,Brown,,
MP102218,2022-11-03,"Batesville, Arkansas","(35.7696862, -91.6409431)",Male,17,17,19,19,Hispanic / Latino,63.0,152.0,Black,Brown,Brown,,
MP99222,2022-12-27,"Little Rock, Arkansas","(34.6741181, -92.3517526)",Female,15,15,17,17,Hispanic / Latino,58.0,110.0,Black,Brown,Brown,,
MP93080,2021-04-25,"Hackett, Arkansas","(35.1865945, -94.4137643)",Male,29,29,33,33,White / Caucasian,69.0,155.0,Sandy,Brown,Brown,Black 501's a Gray and black stripped button up shirt opened with a tee shirt and a ball cap,
MP80314,2020-03-25,"Clarksville, Arkansas","(35.4714724, -93.46657309999999)",Male,59,59,64,64,White / Caucasian,67.0,151.0,White,Blue,Blue,,
MP76659,2020-08-01,"Batesville, Arkansas","(35.769799, -91.6409721)",Male,45,45,49,49,White / Caucasian,64.0,130.0,Brown,Brown,Brown,,
MP83054,2021-08-01,"Searcy, Arkansas","(35.2468204, -91.73368459999999)",Male,31,31,34,34,White / Caucasian,69.0,170.0,Brown,Hazel,Hazel,,
MP81222,2020-09-14,"Mulberry, Arkansas","(35.5006417, -94.05159189999999)",Male,22,22,27,27,White / Caucasian,69.0,205.0,Black,Brown,Brown,,
MP87814,2021-03-12,"Pottsville, Arkansas","(35.231056, -93.0676373)",Male,48,48,52,52,White / Caucasian,68.0,220.0,Brown,Blue,Blue,,
MP105900,2021-10-07,"Alexander, Arkansas","(34.6117735, -92.4460572)",Female,17,17,20,20,Hispanic / Latino,62.0,120.0,Black,Brown,Brown,"Last seen wearing blue polo style shirt, khaki pants and red shoes",
MP108116,2023-08-10,"Little Rock, Arkansas","(34.6741181, -92.3517526)",Female,15,15,16,16,Hispanic / Latino,56.0,130.0,Black,Brown,Brown,,
MP115083,2024-01-18,"Magnet Cove, Arkansas","(34.444489, -92.8701803)",Male,31,31,32,32,White / Caucasian,74.0,200.0,Red/Auburn,Blue,Blue,,
MP113604,2023-07-01,"Perryville, Arkansas","(35.0054175, -92.8010876)",Female,35,35,37,37,White / Caucasian,61.0,105.0,Brown,Brown,Brown,,"Tattoo: Wrist, nonspecific"
MP113999,2021-11-27,"Jacksonville, Arkansas","(34.8674331, -92.1270445)",Male,17,17,20,20,White / Caucasian,67.0,140.0,Black,Brown,Brown,,
MP120537,2022-03-15,"Little Rock, Arkansas","(34.7444618, -92.2880157)",Male,37,37,40,40,White / Caucasian,67.0,165.0,Red/Auburn,Brown,Brown,,
MP120253,2024-03-23,"Little Rock, Arkansas","(34.7444618, -92.2880157)",Male,15,15,16,16,White / Caucasian,68.0,130.0,Blond/Strawberry,Blue,Blue,,
MP120597,2017-01-22,"Hamburg, Arkansas","(33.225724, -91.79755449999999)",Male,42,42,50,50,White / Caucasian,69.0,145.0,Brown,Brown,Brown,Unknown Clothing Description,"Scar/mark: Small Scar on Bottom Lip
Tattoo: Tattoo on Back ""Hooks""
Cross Tattoo on Back"
MP120528,2024-03-29,"North Little Rock, Arkansas","(34.756104, -92.2677497)",Female,14,14,15,15,White / Caucasian,61.0,135.0,Black,Brown,Brown,"long black t-shirt, black crocs, blue jean shorts",
MP121622,2024-05-06,"Springdale, Arkansas","(36.1745404, -94.13898309999999)",Male,16,16,17,17,White / Caucasian,66.0,115.0,Brown,Brown,Brown,,"Piercing: Both ears pierced.
Scar/mark: Freckles on nose."
MP124586,2024-05-31,"Little Rock, Arkansas","(34.6741181, -92.3517526)",Male,15,15,16,16,Hispanic / Latino,66.0,150.0,Black,Brown,Brown,,
MP130704,2024-08-30,"Van Buren, Arkansas","(35.4589055, -94.35655779999999)",Male,48,48,48,48,White / Caucasian,68.0,180.0,Brown,Brown,Brown,,
